name,link,min_salary,max_salary,currency
Преподаватель компьютерных курсов,https://lipetsk.hh.ru/vacancy/83938301?from=vacancy_search_list&query=python,None,None,None
Automation QA Specialist,https://lipetsk.hh.ru/vacancy/80367786?from=vacancy_search_list&query=python,None,None,None
Middle fullstack QA-инженер (backend),https://lipetsk.hh.ru/vacancy/83621701?from=vacancy_search_list&query=python,None,None,None
DevOps-инженер,https://lipetsk.hh.ru/vacancy/75894761?from=vacancy_search_list&query=python,None,None,None
DevOps инженер,https://lipetsk.hh.ru/vacancy/82904184?from=vacancy_search_list&query=python,None,None,None
Product Game Analyst,https://lipetsk.hh.ru/vacancy/83646605?from=vacancy_search_list&query=python,None,None,None
Инженер по внедрению телекоммуникационного биллинга (удаленно),https://lipetsk.hh.ru/vacancy/84135013?from=vacancy_search_list&query=python,195000,None,₽
Аналитик данных в Data Office,https://lipetsk.hh.ru/vacancy/78632808?from=vacancy_search_list&query=python,None,None,None
Разработчик NodeJS,https://lipetsk.hh.ru/vacancy/83760123?from=vacancy_search_list&query=python,80000,150000,₽
"Специалист Технической поддержки (Системный администратор Linux, удалённо)",https://lipetsk.hh.ru/vacancy/83263596?from=vacancy_search_list&query=python,40000,50000,₽
Преподаватель онлайн-курсов Python / Scratch / Геймдизайн для детей (групповые занятия),https://lipetsk.hh.ru/vacancy/83447623?from=vacancy_search_list&query=python,None,None,None
Спикер на курс «Data Engineer»,https://lipetsk.hh.ru/vacancy/84271404?from=vacancy_search_list&query=python,None,None,None
Специалист технической поддержки (junior DevOps),https://lipetsk.hh.ru/vacancy/82994581?from=vacancy_search_list&query=python,40000,80000,₽
CV-разработчик,https://lipetsk.hh.ru/vacancy/84276216?from=vacancy_search_list&query=python,200000,250000,₽
DevOps Engineer/Системный инженер (Екатеринбург),https://lipetsk.hh.ru/vacancy/81036271?from=vacancy_search_list&query=python,None,None,None
Junior C++ Builder программист (разработчик),https://lipetsk.hh.ru/vacancy/83199938?from=vacancy_search_list&query=python,50000,None,₽
Разработчик Low-code Управления информационных технологий,https://lipetsk.hh.ru/vacancy/83981262?from=vacancy_search_list&query=python,100000,None,₽
DevOps (FinTech) || Remote,https://lipetsk.hh.ru/vacancy/83509098?from=vacancy_search_list&query=python,None,None,None
DevOps middle+,https://lipetsk.hh.ru/vacancy/81674860?from=vacancy_search_list&query=python,None,None,None
Инженер Linux-систем,https://lipetsk.hh.ru/vacancy/83661679?from=vacancy_search_list&query=python,80000,None,₽
Инженер внедрения и сопровождения программного обеспечения,https://lipetsk.hh.ru/vacancy/84038009?from=vacancy_search_list&query=python,150000,200000,₽
ML-разработчик в группу международного синтеза речи,https://lipetsk.hh.ru/vacancy/81397132?from=vacancy_search_list&query=python,None,None,None
Системный администратор,https://lipetsk.hh.ru/vacancy/83454146?from=vacancy_search_list&query=python,None,None,None
Разработчик SQL,https://lipetsk.hh.ru/vacancy/83110948?from=vacancy_search_list&query=python,None,None,None
Rust developer,https://lipetsk.hh.ru/vacancy/84289456?from=vacancy_search_list&query=python,None,None,None
Преподаватель IT-дисциплин,https://lipetsk.hh.ru/vacancy/83798188?from=vacancy_search_list&query=python,None,None,None
Ведущий Web-аналитик,https://lipetsk.hh.ru/vacancy/82252801?from=vacancy_search_list&query=python,250000,None,₽
Data Engineer,https://lipetsk.hh.ru/vacancy/82902035?from=vacancy_search_list&query=python,240000,None,₽
Преподаватель информатики,https://lipetsk.hh.ru/vacancy/84279993?from=vacancy_search_list&query=python,20000,30000,₽
QA Automation (Лента Онлайн),https://lipetsk.hh.ru/vacancy/82041347?from=vacancy_search_list&query=python,None,None,None
Аналитик информационной безопасности,https://lipetsk.hh.ru/vacancy/80085528?from=vacancy_search_list&query=python,None,None,None
Инженер систем мониторинга Zabbix / Администратор Linux,https://lipetsk.hh.ru/vacancy/79090677?from=vacancy_search_list&query=python,None,None,None
QA engineer,https://lipetsk.hh.ru/vacancy/81041539?from=vacancy_search_list&query=python,None,None,None
Разработчик баз данных (PostgreSQL),https://lipetsk.hh.ru/vacancy/71825078?from=vacancy_search_list&query=python,160000,160000,₽
"Программист на Си, Linux разработчик",https://lipetsk.hh.ru/vacancy/84083794?from=vacancy_search_list&query=python,80000,120000,₽
DevOps-engineer,https://lipetsk.hh.ru/vacancy/84325682?from=vacancy_search_list&query=python,None,None,None
Data Engineer,https://lipetsk.hh.ru/vacancy/84212329?from=vacancy_search_list&query=python,None,None,None
Преподаватель компьютерных курсов,https://lipetsk.hh.ru/vacancy/83345841?from=vacancy_search_list&query=python,None,None,None
Аналитик в команду внедрения голосовых роботов,https://lipetsk.hh.ru/vacancy/82968319?from=vacancy_search_list&query=python,None,None,None
Инженер по автоматизированному тестированию (Java),https://lipetsk.hh.ru/vacancy/84292001?from=vacancy_search_list&query=python,180000,None,₽
DevOps Engineer,https://lipetsk.hh.ru/vacancy/83438442?from=vacancy_search_list&query=python,None,None,None
Senior QA Automation Engineer (Python),https://lipetsk.hh.ru/vacancy/80255515?from=vacancy_search_list&query=python,None,None,None
Продуктовый веб аналитик (Удаленно),https://lipetsk.hh.ru/vacancy/80474159?from=vacancy_search_list&query=python,130000,None,₽
SRE-инженер в проект Okmeter,https://lipetsk.hh.ru/vacancy/83459775?from=vacancy_search_list&query=python,None,None,None
Аналитик данных,https://lipetsk.hh.ru/vacancy/84262225?from=vacancy_search_list&query=python,None,None,None
Системный администратор Linux,https://lipetsk.hh.ru/vacancy/82898907?from=vacancy_search_list&query=python,None,None,None
Программист С/С++ (Linux),https://lipetsk.hh.ru/vacancy/84067361?from=vacancy_search_list&query=python,150000,None,₽
Продуктовый аналитик,https://lipetsk.hh.ru/vacancy/80966011?from=vacancy_search_list&query=python,None,None,None
Middle fullstack QA-инженер,https://lipetsk.hh.ru/vacancy/83947570?from=vacancy_search_list&query=python,None,None,None
Data Engineer (ОФИС),https://lipetsk.hh.ru/vacancy/83684240?from=vacancy_search_list&query=python,150000,None,₽
Product Analyst,https://lipetsk.hh.ru/vacancy/83621137?from=vacancy_search_list&query=python,None,None,None
Системный администратор Linux (DevOps инженер),https://lipetsk.hh.ru/vacancy/82567398?from=vacancy_search_list&query=python,None,None,None
Аналитик информационной безопасности,https://lipetsk.hh.ru/vacancy/80086093?from=vacancy_search_list&query=python,None,None,None
DocOps engineer,https://lipetsk.hh.ru/vacancy/84304505?from=vacancy_search_list&query=python,None,None,None
Site Reliability Engineer (SRE) / DevOps,https://lipetsk.hh.ru/vacancy/83037197?from=vacancy_search_list&query=python,370000,400000,₽
Senior Python Разработчик,https://lipetsk.hh.ru/vacancy/82013340?from=vacancy_search_list&query=python,None,None,None
Инженер Linux / DevOps,https://lipetsk.hh.ru/vacancy/80161074?from=vacancy_search_list&query=python,65000,115000,₽
Senior DevSecOps Engineer,https://lipetsk.hh.ru/vacancy/82655794?from=vacancy_search_list&query=python,None,None,None
Аналитик данных в команду Авито Услуг,https://lipetsk.hh.ru/vacancy/84263333?from=vacancy_search_list&query=python,None,None,None
Lead data scientist (Анализ цены и Trade in),https://lipetsk.hh.ru/vacancy/76954383?from=vacancy_search_list&query=python,None,None,None
Junior Trader,https://lipetsk.hh.ru/vacancy/83136847?from=vacancy_search_list&query=python,None,None,None
Инженер внедрения (DevOps),https://lipetsk.hh.ru/vacancy/67669337?from=vacancy_search_list&query=python,None,None,None
DevOps engineer (Платформа BI),https://lipetsk.hh.ru/vacancy/83807067?from=vacancy_search_list&query=python,None,None,None
Аналитик данных / Data Analyst,https://lipetsk.hh.ru/vacancy/84269825?from=vacancy_search_list&query=python,None,None,None
Data engineer (scala),https://lipetsk.hh.ru/vacancy/84325140?from=vacancy_search_list&query=python,None,None,None
DevOps Инженер,https://lipetsk.hh.ru/vacancy/83108491?from=vacancy_search_list&query=python,None,None,None
LUA-разработчик (MTA),https://lipetsk.hh.ru/vacancy/84321355?from=vacancy_search_list&query=python,None,None,None
Программист Raspberry Pi / Orange Pi,https://lipetsk.hh.ru/vacancy/83387528?from=vacancy_search_list&query=python,None,None,None
Инженер внедрения,https://lipetsk.hh.ru/vacancy/83679671?from=vacancy_search_list&query=python,None,None,None
DevOps-инженер,https://lipetsk.hh.ru/vacancy/83928892?from=vacancy_search_list&query=python,200000,None,₽
Инженер Voip,https://lipetsk.hh.ru/vacancy/83178304?from=vacancy_search_list&query=python,150000,None,₽
Release/DevOps Engineer,https://lipetsk.hh.ru/vacancy/83303039?from=vacancy_search_list&query=python,4000,5500,€
Продуктовый/data-аналитик мобильного приложения,https://lipetsk.hh.ru/vacancy/84268971?from=vacancy_search_list&query=python,None,None,None
QA\администратор БД и Linux,https://lipetsk.hh.ru/vacancy/84246384?from=vacancy_search_list&query=python,None,None,None
QA automation engineer,https://lipetsk.hh.ru/vacancy/81527583?from=vacancy_search_list&query=python,None,None,None
Developer C++ (СХД),https://lipetsk.hh.ru/vacancy/83026444?from=vacancy_search_list&query=python,None,None,None
DevOps / SRE инженер,https://lipetsk.hh.ru/vacancy/82046345?from=vacancy_search_list&query=python,None,None,None
QA - инженер,https://lipetsk.hh.ru/vacancy/79840171?from=vacancy_search_list&query=python,None,None,None
DevOps инженер,https://lipetsk.hh.ru/vacancy/77819712?from=vacancy_search_list&query=python,None,None,None
Data Analyst,https://lipetsk.hh.ru/vacancy/84317990?from=vacancy_search_list&query=python,None,None,None
Инженер-аналитик,https://lipetsk.hh.ru/vacancy/84246764?from=vacancy_search_list&query=python,None,None,None
Аналитик данных,https://lipetsk.hh.ru/vacancy/82934791?from=vacancy_search_list&query=python,None,None,None
Системный администратор,https://lipetsk.hh.ru/vacancy/81837643?from=vacancy_search_list&query=python,None,None,None
QA - инженер,https://lipetsk.hh.ru/vacancy/79840170?from=vacancy_search_list&query=python,None,None,None
Аналитик данных,https://lipetsk.hh.ru/vacancy/84261153?from=vacancy_search_list&query=python,None,None,None
Ассистент аналитика по операционному мониторингу,https://lipetsk.hh.ru/vacancy/82900966?from=vacancy_search_list&query=python,40000,55000,₽
Аналитик данных (департамент маркетинга),https://lipetsk.hh.ru/vacancy/81951769?from=vacancy_search_list&query=python,120000,None,₽
Product Analyst,https://lipetsk.hh.ru/vacancy/83621168?from=vacancy_search_list&query=python,None,None,None
Программист инструментария / Game Tools Developer,https://lipetsk.hh.ru/vacancy/68381561?from=vacancy_search_list&query=python,None,None,None
Senior Server Developer (Tanks Blitz),https://lipetsk.hh.ru/vacancy/82844142?from=vacancy_search_list&query=python,None,None,None
Go Developer (команда Mobile Big Data),https://lipetsk.hh.ru/vacancy/83163593?from=vacancy_search_list&query=python,None,None,None
DocOps engineer,https://lipetsk.hh.ru/vacancy/84304462?from=vacancy_search_list&query=python,None,None,None
Инженер-программист,https://lipetsk.hh.ru/vacancy/84078505?from=vacancy_search_list&query=python,80000,120000,₽
Инженер DevOps,https://lipetsk.hh.ru/vacancy/55002569?from=vacancy_search_list&query=python,None,None,None
DevOps инженер,https://lipetsk.hh.ru/vacancy/81061655?from=vacancy_search_list&query=python,None,None,None
Go Tech/Team Lead,https://lipetsk.hh.ru/vacancy/83704441?from=vacancy_search_list&query=python,None,None,None
SRE Engineer (Linux Infrastructure Development),https://lipetsk.hh.ru/vacancy/83448977?from=vacancy_search_list&query=python,None,None,None
ML-инженер,https://lipetsk.hh.ru/vacancy/77923306?from=vacancy_search_list&query=python,None,None,None
Middle Дата Аналитик в RecSys Platform (Big Data),https://lipetsk.hh.ru/vacancy/84321769?from=vacancy_search_list&query=python,None,None,None
Администратор BigData/DevOps Engineer BigData,https://lipetsk.hh.ru/vacancy/84208334?from=vacancy_search_list&query=python,None,None,None
Senior Python Developer,https://lipetsk.hh.ru/vacancy/81239381?from=vacancy_search_list&query=python,None,None,None
"Руководитель направления ""Прогнозирование"" (Data Science Team Lead)",https://lipetsk.hh.ru/vacancy/81767496?from=vacancy_search_list&query=python,None,None,None
Аналитик данных,https://lipetsk.hh.ru/vacancy/83221914?from=vacancy_search_list&query=python,40000,None,₽
Data Partner Finance/Operation,https://lipetsk.hh.ru/vacancy/83774277?from=vacancy_search_list&query=python,None,None,None
Lead DevOps Engineer,https://lipetsk.hh.ru/vacancy/83826820?from=vacancy_search_list&query=python,300000,None,₽
Специалист по математической оптимизации,https://lipetsk.hh.ru/vacancy/78888356?from=vacancy_search_list&query=python,350000,None,₽
Инженер-разработчик ASIC,https://lipetsk.hh.ru/vacancy/50528384?from=vacancy_search_list&query=python,None,None,None
Аналитик данных,https://lipetsk.hh.ru/vacancy/84324244?from=vacancy_search_list&query=python,None,None,None
Инженер по техподдержке телекоммуникационного биллинга,https://lipetsk.hh.ru/vacancy/83503758?from=vacancy_search_list&query=python,195000,None,₽
Продуктовый аналитик,https://lipetsk.hh.ru/vacancy/83053957?from=vacancy_search_list&query=python,None,None,None
Ведущий продуктовый аналитик / Senior product analyst,https://lipetsk.hh.ru/vacancy/84104326?from=vacancy_search_list&query=python,None,None,None
Инженер технической поддержки Linux,https://lipetsk.hh.ru/vacancy/83772539?from=vacancy_search_list&query=python,100000,None,₽
DevOps Engineer,https://lipetsk.hh.ru/vacancy/84204657?from=vacancy_search_list&query=python,None,None,None
Инженер-программист (Embedded-разработчик),https://lipetsk.hh.ru/vacancy/84012353?from=vacancy_search_list&query=python,None,None,None
DevOps Engineer,https://lipetsk.hh.ru/vacancy/82963328?from=vacancy_search_list&query=python,None,None,None
Senior Python Developer,https://lipetsk.hh.ru/vacancy/81239398?from=vacancy_search_list&query=python,None,None,None
Analyst (Junior) / Младший аналитик,https://lipetsk.hh.ru/vacancy/83964721?from=vacancy_search_list&query=python,None,None,None
Tools Programmer C++ (Мир танков),https://lipetsk.hh.ru/vacancy/80491217?from=vacancy_search_list&query=python,None,None,None
Преподаватель информатики и программирования,https://lipetsk.hh.ru/vacancy/84223038?from=vacancy_search_list&query=python,None,None,None
Преподаватель математики и информатики в IT колледж,https://lipetsk.hh.ru/vacancy/84071241?from=vacancy_search_list&query=python,None,None,None
BI Аналитик,https://lipetsk.hh.ru/vacancy/83044892?from=vacancy_search_list&query=python,150000,200000,₽
Администратор BigData/DevOps Engineer BigData,https://lipetsk.hh.ru/vacancy/84208332?from=vacancy_search_list&query=python,None,None,None
DevOps/Senior DevOps/Руководитель практики DevOps/DevSecOps,https://lipetsk.hh.ru/vacancy/82997274?from=vacancy_search_list&query=python,None,None,None
QA инженер (Python),https://lipetsk.hh.ru/vacancy/84208100?from=vacancy_search_list&query=python,None,None,None
Системный инженер (ELK стек),https://lipetsk.hh.ru/vacancy/84272504?from=vacancy_search_list&query=python,160000,280000,₽
Go-разработчик (middle),https://lipetsk.hh.ru/vacancy/82995496?from=vacancy_search_list&query=python,None,None,None
Веб-аналитик в команду перфоманс маркетинга,https://lipetsk.hh.ru/vacancy/83299322?from=vacancy_search_list&query=python,90000,None,₽
"Программист / разработчик (SQL, PostgreSQL, Firebird)",https://lipetsk.hh.ru/vacancy/76478359?from=vacancy_search_list&query=python,80000,None,₽
DevOps-инженер (remote),https://lipetsk.hh.ru/vacancy/83157743?from=vacancy_search_list&query=python,None,None,None
Преподаватель по программированию Python,https://lipetsk.hh.ru/vacancy/83987750?from=vacancy_search_list&query=python,131000,None,₽
Инженер программист C/C++ (Linux Embedded),https://lipetsk.hh.ru/vacancy/84038422?from=vacancy_search_list&query=python,180000,None,₽
Senior ML Engineer (Generative AI),https://lipetsk.hh.ru/vacancy/82953163?from=vacancy_search_list&query=python,None,None,None
Программист,https://lipetsk.hh.ru/vacancy/83152994?from=vacancy_search_list&query=python,None,None,None
Инженер систем мониторинга,https://lipetsk.hh.ru/vacancy/77216367?from=vacancy_search_list&query=python,None,None,None
Senior analyst,https://lipetsk.hh.ru/vacancy/82780796?from=vacancy_search_list&query=python,None,None,None
Сетевой инженер,https://lipetsk.hh.ru/vacancy/83015449?from=vacancy_search_list&query=python,140000,None,₽
Product Analyst (Mobility Cluster),https://lipetsk.hh.ru/vacancy/83436631?from=vacancy_search_list&query=python,None,None,None
ML-инженер,https://lipetsk.hh.ru/vacancy/77923233?from=vacancy_search_list&query=python,None,None,None
DevOps-инженер,https://lipetsk.hh.ru/vacancy/83282531?from=vacancy_search_list&query=python,None,None,None
Product Analyst,https://lipetsk.hh.ru/vacancy/79227892?from=vacancy_search_list&query=python,None,None,None
Системный аналитик (MLOps),https://lipetsk.hh.ru/vacancy/83778678?from=vacancy_search_list&query=python,None,None,None
Наставник в школу программирования для детей (Тьютор),https://lipetsk.hh.ru/vacancy/84324247?from=vacancy_search_list&query=python,40000,75000,₽
Младший системный администратор/стажер,https://lipetsk.hh.ru/vacancy/82938386?from=vacancy_search_list&query=python,50000,None,₽
Lead pipeline TD,https://lipetsk.hh.ru/vacancy/84108272?from=vacancy_search_list&query=python,None,None,None
Старший аналитик данных,https://lipetsk.hh.ru/vacancy/83055735?from=vacancy_search_list&query=python,None,None,None
Аналитик данных DWH,https://lipetsk.hh.ru/vacancy/82880504?from=vacancy_search_list&query=python,None,None,None
SRE-инженер в проект Deckhouse,https://lipetsk.hh.ru/vacancy/83243633?from=vacancy_search_list&query=python,None,None,None
Дата-инженер,https://lipetsk.hh.ru/vacancy/83460991?from=vacancy_search_list&query=python,None,None,None
Инженер интернета вещей (IoT),https://lipetsk.hh.ru/vacancy/82923764?from=vacancy_search_list&query=python,None,None,None
Разработчик OpenStack,https://lipetsk.hh.ru/vacancy/84213886?from=vacancy_search_list&query=python,None,None,None
Middle/Senior Robotics Software Engineer,https://lipetsk.hh.ru/vacancy/83296784?from=vacancy_search_list&query=python,None,None,None
Data Analyst (Виртуальные ассистенты),https://lipetsk.hh.ru/vacancy/84306746?from=vacancy_search_list&query=python,None,None,None
Разработчик витрин данных,https://lipetsk.hh.ru/vacancy/84274501?from=vacancy_search_list&query=python,None,None,None
CI/CD инженер / DevOps инженер,https://lipetsk.hh.ru/vacancy/82953617?from=vacancy_search_list&query=python,None,None,None
Риск-аналитик,https://lipetsk.hh.ru/vacancy/84223869?from=vacancy_search_list&query=python,None,None,None
Специалист SRE,https://lipetsk.hh.ru/vacancy/83355414?from=vacancy_search_list&query=python,None,None,None
Cистемный администратор (Linux),https://lipetsk.hh.ru/vacancy/83621547?from=vacancy_search_list&query=python,110000,None,₽
Программист С++,https://lipetsk.hh.ru/vacancy/84187007?from=vacancy_search_list&query=python,200000,None,₽
Senior SRE Engineer,https://lipetsk.hh.ru/vacancy/81480264?from=vacancy_search_list&query=python,None,None,None
Программист С++ Senior,https://lipetsk.hh.ru/vacancy/71147159?from=vacancy_search_list&query=python,400000,700000,₽
Специалист по аналитике медиапродуктов,https://lipetsk.hh.ru/vacancy/83674385?from=vacancy_search_list&query=python,None,None,None
QA Automation Engineer (Android applications),https://lipetsk.hh.ru/vacancy/78475064?from=vacancy_search_list&query=python,None,None,None
SRE-инженер,https://lipetsk.hh.ru/vacancy/80849625?from=vacancy_search_list&query=python,None,None,None
Database Administrator (Минск),https://lipetsk.hh.ru/vacancy/68703465?from=vacancy_search_list&query=python,None,None,None
Старший консультант BI/Разработчик Power BI,https://lipetsk.hh.ru/vacancy/83827611?from=vacancy_search_list&query=python,None,None,None
Технический писатель,https://lipetsk.hh.ru/vacancy/84284730?from=vacancy_search_list&query=python,None,None,None
DevOps инженер (remote),https://lipetsk.hh.ru/vacancy/83299697?from=vacancy_search_list&query=python,None,None,None
System Analyst Middle+,https://lipetsk.hh.ru/vacancy/84302926?from=vacancy_search_list&query=python,None,None,None
Эксперт базы знаний (пентестер),https://lipetsk.hh.ru/vacancy/82012718?from=vacancy_search_list&query=python,200000,None,₽
BI аналитик,https://lipetsk.hh.ru/vacancy/82880521?from=vacancy_search_list&query=python,None,None,None
Teamlead DevOps,https://lipetsk.hh.ru/vacancy/82976426?from=vacancy_search_list&query=python,None,None,None
Data Partner,https://lipetsk.hh.ru/vacancy/84246042?from=vacancy_search_list&query=python,None,None,None
Shift system administrator,https://lipetsk.hh.ru/vacancy/83621703?from=vacancy_search_list&query=python,None,None,None
Database Administrator,https://lipetsk.hh.ru/vacancy/68703447?from=vacancy_search_list&query=python,None,None,None
Специалист по информационной безопасности (ФинТех),https://lipetsk.hh.ru/vacancy/83336673?from=vacancy_search_list&query=python,None,None,None
Риск-аналитик,https://lipetsk.hh.ru/vacancy/84207595?from=vacancy_search_list&query=python,None,None,None
Разработчик систем мониторинга / администратор Linux,https://lipetsk.hh.ru/vacancy/82836126?from=vacancy_search_list&query=python,None,None,None
DevOps инженер (Junior),https://lipetsk.hh.ru/vacancy/81313866?from=vacancy_search_list&query=python,None,None,None
DevOps Engineer Junior,https://lipetsk.hh.ru/vacancy/84304933?from=vacancy_search_list&query=python,None,None,None
Программист-тестировщик (отдел автотестирования),https://lipetsk.hh.ru/vacancy/77070621?from=vacancy_search_list&query=python,46000,92000,₽
Исследователь-разработчик (методы политических исследований),https://lipetsk.hh.ru/vacancy/83905902?from=vacancy_search_list&query=python,None,None,None
Системный администратор / специалист по нагрузочному тестированию,https://lipetsk.hh.ru/vacancy/84304629?from=vacancy_search_list&query=python,80000,99000,₽
Тестировщик ПО / QA-инженер,https://lipetsk.hh.ru/vacancy/83445142?from=vacancy_search_list&query=python,50000,80000,₽
QA Engineer/Тестировщик ПО,https://lipetsk.hh.ru/vacancy/84259975?from=vacancy_search_list&query=python,100000,130000,₽
Ведущий инженер по автоматизации тестирования (QE Automation Engineer),https://lipetsk.hh.ru/vacancy/83632250?from=vacancy_search_list&query=python,None,None,None
Веб-аналитик,https://lipetsk.hh.ru/vacancy/73466476?from=vacancy_search_list&query=python,None,None,None
Quantitative Analyst,https://lipetsk.hh.ru/vacancy/83960974?from=vacancy_search_list&query=python,None,None,None
Программист С++,https://lipetsk.hh.ru/vacancy/82293558?from=vacancy_search_list&query=python,None,None,None
Преподаватель в школу программирования,https://lipetsk.hh.ru/vacancy/83682533?from=vacancy_search_list&query=python,40000,50000,₽
DevOps инженер,https://lipetsk.hh.ru/vacancy/83809274?from=vacancy_search_list&query=python,None,None,None
Python Backend Team Lead,https://lipetsk.hh.ru/vacancy/84056249?from=vacancy_search_list&query=python,None,None,None
Golang Developer,https://lipetsk.hh.ru/vacancy/82642976?from=vacancy_search_list&query=python,None,None,None
DevOps Team Lead,https://lipetsk.hh.ru/vacancy/82931810?from=vacancy_search_list&query=python,None,None,None
Инженер по автоматизации тестирования телекомоборудования,https://lipetsk.hh.ru/vacancy/81672760?from=vacancy_search_list&query=python,None,None,None
Программист -тестировщик (отдел автотестирования),https://lipetsk.hh.ru/vacancy/78050064?from=vacancy_search_list&query=python,46000,92000,₽
Разработчик систем мониторинга / администратор Linux,https://lipetsk.hh.ru/vacancy/81319345?from=vacancy_search_list&query=python,None,None,None
Разработчик систем мониторинга / администратор Linux,https://lipetsk.hh.ru/vacancy/81319347?from=vacancy_search_list&query=python,None,None,None
Аналитик по информационной безопасности,https://lipetsk.hh.ru/vacancy/83768286?from=vacancy_search_list&query=python,None,None,None
Системный администратор,https://lipetsk.hh.ru/vacancy/83400714?from=vacancy_search_list&query=python,50000,60000,₽
Тестировщик ПО (QA),https://lipetsk.hh.ru/vacancy/82351173?from=vacancy_search_list&query=python,None,None,None
Senior Data Scientist (Дивизион развития цифрового профиля клиента),https://lipetsk.hh.ru/vacancy/82988515?from=vacancy_search_list&query=python,None,None,None
Инженер технической поддержки L1 (Linux),https://lipetsk.hh.ru/vacancy/82101956?from=vacancy_search_list&query=python,None,None,None
Python Backend Team Lead,https://lipetsk.hh.ru/vacancy/84056221?from=vacancy_search_list&query=python,None,None,None
Assistant Professor (Software Engineering),https://lipetsk.hh.ru/vacancy/81658554?from=vacancy_search_list&query=python,None,None,None
Программист С++,https://lipetsk.hh.ru/vacancy/82912947?from=vacancy_search_list&query=python,120000,None,₽
Системный администратор Linux Junior,https://lipetsk.hh.ru/vacancy/79130572?from=vacancy_search_list&query=python,70000,None,₽
Инженер-программист,https://lipetsk.hh.ru/vacancy/83030281?from=vacancy_search_list&query=python,None,None,None
Младший аналитик,https://lipetsk.hh.ru/vacancy/82020691?from=vacancy_search_list&query=python,60000,70000,₽
Q/A engineer,https://lipetsk.hh.ru/vacancy/82235310?from=vacancy_search_list&query=python,None,None,None
Старший аналитик в команду «Эксперименты»,https://lipetsk.hh.ru/vacancy/83041246?from=vacancy_search_list&query=python,None,None,None
Аналитик данных (Power BI) / BI Разработчик,https://lipetsk.hh.ru/vacancy/84277687?from=vacancy_search_list&query=python,80000,100000,₽
QA инженер,https://lipetsk.hh.ru/vacancy/80813692?from=vacancy_search_list&query=python,None,None,None
Devops инженер,https://lipetsk.hh.ru/vacancy/84295235?from=vacancy_search_list&query=python,None,None,None
DevOps (Удаленно),https://lipetsk.hh.ru/vacancy/81351669?from=vacancy_search_list&query=python,None,None,None
Продуктовый аналитик на проект Forge,https://lipetsk.hh.ru/vacancy/77773506?from=vacancy_search_list&query=python,None,None,None
Продуктовый аналитик (в команду ЮЛ),https://lipetsk.hh.ru/vacancy/84307494?from=vacancy_search_list&query=python,270000,None,₽
Преподаватель компьютерных курсов (it- образование),https://lipetsk.hh.ru/vacancy/84024532?from=vacancy_search_list&query=python,None,None,None
Risks Technologist,https://lipetsk.hh.ru/vacancy/83346208?from=vacancy_search_list&query=python,None,None,None
DevOps инженер,https://lipetsk.hh.ru/vacancy/80433062?from=vacancy_search_list&query=python,None,None,None
Game QA Engineer,https://lipetsk.hh.ru/vacancy/80441349?from=vacancy_search_list&query=python,None,None,None
Специалист по анализу уязвимостей кода,https://lipetsk.hh.ru/vacancy/79833837?from=vacancy_search_list&query=python,None,None,None
Системный аналитик (R&D),https://lipetsk.hh.ru/vacancy/82845945?from=vacancy_search_list&query=python,325000,None,₽
Специалист-исследователь в области обработки речи,https://lipetsk.hh.ru/vacancy/71864086?from=vacancy_search_list&query=python,None,None,None
Старший инженер Hadoop,https://lipetsk.hh.ru/vacancy/80030456?from=vacancy_search_list&query=python,None,None,None
Программист встраиваемых систем,https://lipetsk.hh.ru/vacancy/83906409?from=vacancy_search_list&query=python,100000,150000,₽
Разработчик ETL / SQL,https://lipetsk.hh.ru/vacancy/83650486?from=vacancy_search_list&query=python,None,None,None
Эксперт в области Бурения (со знанием ML),https://lipetsk.hh.ru/vacancy/84272099?from=vacancy_search_list&query=python,None,None,None
Разработчик Back-end,https://lipetsk.hh.ru/vacancy/84168130?from=vacancy_search_list&query=python,None,None,None
Тьютор (наставник в школу программирования KIBERone),https://lipetsk.hh.ru/vacancy/84281444?from=vacancy_search_list&query=python,44800,None,₽
Streaming Engineer,https://lipetsk.hh.ru/vacancy/82920220?from=vacancy_search_list&query=python,None,None,None
Программист-тестировщик (отдел автотестирования),https://lipetsk.hh.ru/vacancy/78050090?from=vacancy_search_list&query=python,46000,92000,₽
Релиз-инженер (Build/Release engineer),https://lipetsk.hh.ru/vacancy/84261493?from=vacancy_search_list&query=python,None,None,None
DevOps-инженер [Умный дом],https://lipetsk.hh.ru/vacancy/84239910?from=vacancy_search_list&query=python,None,None,None
DevOps-инженер [Умный дом],https://lipetsk.hh.ru/vacancy/84239911?from=vacancy_search_list&query=python,None,None,None
DevOps специалист (Рекомендательная система),https://lipetsk.hh.ru/vacancy/81521288?from=vacancy_search_list&query=python,None,None,None
Инженер по тестированию (QA),https://lipetsk.hh.ru/vacancy/81248093?from=vacancy_search_list&query=python,None,None,None
DevOps-инженер,https://lipetsk.hh.ru/vacancy/84299200?from=vacancy_search_list&query=python,None,None,None
Product Analyst (Finance),https://lipetsk.hh.ru/vacancy/84107066?from=vacancy_search_list&query=python,None,None,None
Сетевой Инженер,https://lipetsk.hh.ru/vacancy/84070982?from=vacancy_search_list&query=python,90000,100000,₽
Разработчик С++,https://lipetsk.hh.ru/vacancy/69807196?from=vacancy_search_list&query=python,None,None,None
